creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d,len_consistency_score,subscriber_tier
3588,Emerging Dabblers,Entertainment,725,1.6,19.69,3.23,0.5,17.5,1.1,2.2,104,0.69,91.7,Micro (<1K)
3952,Emerging Dabblers,Health & Fitness Coaching,9255,0.2,19.11,2.84,1.2,20.5,4.43,1.81,1791,9.98,66.4,Small (1K-10K)
1094,Viral Spike Chasers,Travel,135920,2.7,24.53,8.41,8.1,2.0,3.44,1.47,19503,86.22,73.9,Large (100K-500K)
1515,Viral Spike Chasers,Travel,309145,1.0,26.95,8.22,15.5,11.3,5.54,1.56,29458,138.15,58.0,Large (100K-500K)
3980,Emerging Dabblers,Personal Finance,171,0.5,14.86,1.42,3.4,12.9,7.33,2.01,14,0.08,44.4,Micro (<1K)
1509,Viral Spike Chasers,Food & Cooking,92235,2.7,20.61,11.29,8.5,5.2,4.72,1.89,14320,81.16,64.2,Mid (10K-100K)
1043,Viral Spike Chasers,DIY & Craft Tutorials,155678,1.8,24.31,7.52,6.7,8.2,6.75,1.25,16207,60.7,48.8,Large (100K-500K)
1158,Viral Spike Chasers,Lifestyle,40000,2.5,25.19,9.07,7.0,5.5,5.58,1.07,2657,8.51,57.7,Mid (10K-100K)
2269,Consistent Volume Builders,Entertainment,50106,3.1,36.1,4.07,18.9,4.7,2.07,2.23,7571,50.62,84.3,Mid (10K-100K)
751,High-Retention Niche Specialists,Entertainment,52081,2.2,54.0,4.94,7.4,21.7,0.2,1.45,8020,34.87,98.5,Mid (10K-100K)
198,Subscriber Giants,Personal Finance,1259849,7.6,40.79,7.68,16.1,15.2,4.77,4.3,139470,1733.55,63.8,Mega (500K+)
254,Subscriber Giants,Tech Deep-Dive Reviews,895892,6.7,42.03,5.86,11.6,11.5,2.49,4.45,132352,1768.7,81.1,Mega (500K+)
3612,Emerging Dabblers,DIY & Craft Tutorials,9734,1.2,21.63,3.9,4.8,18.6,3.46,2.44,1383,10.1,73.7,Small (1K-10K)
2051,Consistent Volume Builders,DIY & Craft Tutorials,81662,2.3,22.68,4.08,17.8,9.2,2.49,3.17,8410,79.93,81.1,Mid (10K-100K)
3353,Emerging Dabblers,Personal Finance,2282,1.3,24.41,2.38,2.1,20.5,3.18,1.98,356,2.11,75.9,Small (1K-10K)
697,High-Retention Niche Specialists,Health & Fitness Coaching,84025,4.5,58.23,5.19,6.8,18.1,0.69,0.96,8449,24.21,94.8,Mid (10K-100K)
2994,Emerging Dabblers,Lifestyle,727,1.5,27.64,1.78,1.1,6.1,8.18,1.62,66,0.32,37.9,Micro (<1K)
2620,Consistent Volume Builders,Travel,83180,3.8,32.22,4.47,18.5,9.3,2.99,3.08,8292,76.59,77.3,Mid (10K-100K)
1322,Viral Spike Chasers,Gaming,257102,2.4,21.94,11.99,9.5,7.3,2.17,1.77,21212,112.83,83.5,Large (100K-500K)
2234,Consistent Volume Builders,Food & Cooking,66903,0.2,28.05,3.77,18.0,9.3,2.04,2.84,12639,107.85,84.5,Mid (10K-100K)
3579,Emerging Dabblers,Education / Test Prep,1291,1.5,18.92,1.59,0.9,10.7,6.91,1.57,80,0.38,47.6,Small (1K-10K)
1321,Viral Spike Chasers,Entertainment,221771,1.9,24.27,8.48,9.3,5.8,5.81,1.64,41644,205.31,55.9,Large (100K-500K)
1219,Viral Spike Chasers,Gaming,78417,1.5,22.3,11.18,10.1,4.9,3.69,2.54,8459,64.4,72.0,Mid (10K-100K)
784,High-Retention Niche Specialists,Tech Deep-Dive Reviews,42019,2.7,58.45,4.93,7.8,10.8,1.22,1.07,3639,11.69,90.7,Mid (10K-100K)
2134,Consistent Volume Builders,Lifestyle,65866,2.0,35.21,4.34,22.4,15.1,2.72,2.21,4085,27.14,79.4,Mid (10K-100K)
1365,Viral Spike Chasers,Entertainment,103994,3.7,21.75,7.5,14.8,12.2,6.82,2.09,19059,119.31,48.3,Large (100K-500K)
3721,Emerging Dabblers,Health & Fitness Coaching,12000,1.4,13.72,3.24,3.8,1.6,3.45,0.85,2369,6.03,73.8,Mid (10K-100K)
2665,Consistent Volume Builders,Travel,121241,4.1,27.12,4.77,19.5,13.1,4.04,2.85,9778,83.75,69.3,Large (100K-500K)
1082,Viral Spike Chasers,DIY & Craft Tutorials,136881,4.3,18.38,10.31,9.2,9.3,3.94,1.33,21902,87.3,70.1,Large (100K-500K)
1144,Viral Spike Chasers,DIY & Craft Tutorials,90102,2.6,16.14,8.7,8.9,10.2,3.4,1.69,14428,73.29,74.2,Mid (10K-100K)
3898,Emerging Dabblers,Lifestyle,2664,1.0,18.74,2.59,3.6,10.7,3.04,1.21,136,0.5,76.9,Small (1K-10K)
186,Subscriber Giants,Entertainment,3827445,7.6,37.19,6.34,12.0,7.5,1.73,2.85,305383,2612.7,86.9,Mega (500K+)
2091,Consistent Volume Builders,Lifestyle,80795,3.3,28.5,4.34,19.5,10.8,1.9,2.2,4593,30.36,85.6,Mid (10K-100K)
464,High-Retention Niche Specialists,Tech Deep-Dive Reviews,102699,3.3,55.98,5.36,8.7,15.5,0.38,1.16,11301,39.45,97.1,Large (100K-500K)
742,High-Retention Niche Specialists,DIY & Craft Tutorials,38082,3.7,59.44,5.0,4.4,23.7,2.13,1.27,6992,26.74,83.8,Mid (10K-100K)
2517,Consistent Volume Builders,Personal Finance,133081,3.7,33.78,5.13,14.5,17.2,2.07,2.13,18660,119.15,84.3,Large (100K-500K)
3931,Emerging Dabblers,Entertainment,761,2.0,16.03,5.38,2.0,15.0,5.51,1.81,96,0.46,58.2,Micro (<1K)
3674,Emerging Dabblers,Food & Cooking,1184,1.2,16.95,2.63,1.7,2.2,5.03,2.9,49,0.43,61.8,Small (1K-10K)
3213,Emerging Dabblers,Travel,1250,0.7,20.72,2.67,3.2,9.9,3.45,2.19,184,1.21,73.8,Small (1K-10K)
3408,Emerging Dabblers,Personal Finance,241,1.1,18.83,3.12,1.7,5.8,4.84,1.62,41,0.2,63.3,Micro (<1K)
1857,Consistent Volume Builders,Lifestyle,32652,3.3,35.22,5.31,19.2,16.3,1.91,3.24,1592,15.47,85.5,Mid (10K-100K)
3662,Emerging Dabblers,Travel,1284,1.7,18.67,3.23,2.0,13.8,6.44,2.46,172,1.27,51.1,Small (1K-10K)
1056,Viral Spike Chasers,Food & Cooking,40000,3.6,17.72,10.36,6.9,5.5,5.2,2.21,5442,36.14,60.5,Mid (10K-100K)
3624,Emerging Dabblers,Education / Test Prep,397,0.2,13.98,3.54,3.0,14.2,7.27,1.99,38,0.23,44.8,Micro (<1K)
3584,Emerging Dabblers,Personal Finance,132,0.2,19.33,2.68,3.1,6.8,4.96,2.4,13,0.09,62.4,Micro (<1K)
2438,Consistent Volume Builders,Travel,86404,4.5,30.39,5.91,20.1,9.8,2.22,1.66,3853,19.21,83.2,Mid (10K-100K)
2996,Emerging Dabblers,Health & Fitness Coaching,2073,0.2,17.71,3.23,2.6,22.2,6.64,2.56,235,1.8,49.6,Small (1K-10K)
3661,Emerging Dabblers,Tech Deep-Dive Reviews,603,2.0,20.27,2.92,0.6,15.5,4.8,3.07,31,0.29,63.6,Micro (<1K)
1108,Viral Spike Chasers,Food & Cooking,107535,2.1,19.0,9.97,10.2,8.8,7.3,1.47,20001,88.2,44.6,Large (100K-500K)
69,Subscriber Giants,Food & Cooking,2590979,7.4,39.19,7.15,12.0,13.2,2.88,3.28,337090,3317.27,78.1,Mega (500K+)
170,Subscriber Giants,Gaming,1544469,6.6,45.15,6.08,14.1,18.0,2.54,4.83,118640,1718.39,80.7,Mega (500K+)
1310,Viral Spike Chasers,Health & Fitness Coaching,66016,3.2,26.4,8.17,5.4,8.2,2.05,2.17,7973,51.94,84.4,Mid (10K-100K)
605,High-Retention Niche Specialists,Education / Test Prep,73906,3.6,52.7,5.67,3.6,17.3,1.32,1.11,11819,39.37,90.0,Mid (10K-100K)
23,Subscriber Giants,Entertainment,3195989,5.4,38.85,6.78,12.0,20.1,3.05,4.09,140229,1719.29,76.9,Mega (500K+)
429,High-Retention Niche Specialists,Tech Deep-Dive Reviews,250000,3.2,48.42,5.86,7.3,17.0,1.57,1.8,38524,208.3,88.1,Large (100K-500K)
3430,Emerging Dabblers,Travel,8355,1.4,15.32,2.37,0.9,4.4,2.84,1.08,629,2.04,78.5,Small (1K-10K)
3671,Emerging Dabblers,Lifestyle,449,0.5,15.69,2.23,2.2,3.1,6.67,2.01,71,0.43,49.4,Micro (<1K)
3995,Emerging Dabblers,Entertainment,469,0.6,18.84,3.04,2.3,1.0,5.28,2.73,45,0.37,59.9,Micro (<1K)
1477,Viral Spike Chasers,Gaming,222847,1.7,22.22,9.56,6.2,9.5,6.54,1.85,28766,159.48,50.4,Large (100K-500K)
1539,Consistent Volume Builders,Gaming,127782,3.8,36.87,4.3,21.9,1.1,1.1,2.4,21231,152.77,91.7,Large (100K-500K)
3534,Emerging Dabblers,Entertainment,3375,0.2,14.81,2.56,3.5,9.5,6.77,1.01,313,0.95,48.6,Small (1K-10K)
2794,Emerging Dabblers,Personal Finance,280,1.4,17.9,0.88,2.0,14.3,3.03,1.72,32,0.16,77.0,Micro (<1K)
1601,Consistent Volume Builders,Travel,26594,2.1,31.72,6.21,23.5,12.4,2.78,3.3,4764,47.18,78.9,Mid (10K-100K)
74,Subscriber Giants,Education / Test Prep,2105039,6.6,35.13,5.04,13.1,11.8,2.48,2.86,113128,969.86,81.2,Mega (500K+)
207,Subscriber Giants,Entertainment,973111,2.7,42.74,6.54,6.0,19.9,1.28,2.58,41455,320.26,90.3,Mega (500K+)
3382,Emerging Dabblers,Gaming,1696,0.6,22.76,3.65,0.7,23.6,8.33,1.79,255,1.37,36.8,Small (1K-10K)
3944,Emerging Dabblers,Gaming,2388,0.9,8.63,3.07,1.5,20.2,1.72,1.87,237,1.33,86.9,Small (1K-10K)
948,High-Retention Niche Specialists,Education / Test Prep,168925,2.7,57.11,4.67,8.1,13.0,1.33,0.45,13042,17.8,89.9,Large (100K-500K)
732,High-Retention Niche Specialists,Health & Fitness Coaching,46300,3.1,53.22,6.46,6.9,18.1,0.2,1.25,4414,17.1,98.5,Mid (10K-100K)
2991,Emerging Dabblers,Education / Test Prep,286,0.6,15.31,2.12,2.0,16.2,6.37,1.12,35,0.12,51.7,Micro (<1K)
2619,Consistent Volume Builders,GAMING,67325,1.8,33.4,5.4,22.1,7.5,1.96,2.64,11987,57.36,85.1,Mid (10K-100K)
2668,Consistent Volume Builders,Travel,91865,3.6,32.21,4.74,12.9,3.1,1.71,2.4,15794,113.82,87.0,Mid (10K-100K)
1628,Consistent Volume Builders,DIY & Craft Tutorials,85328,2.0,33.65,5.22,17.0,11.5,1.71,1.95,15460,90.52,87.0,Mid (10K-100K)
258,Subscriber Giants,Personal Finance,1273300,7.2,39.55,7.14,14.3,16.0,3.43,5.15,118646,1834.78,74.0,Mega (500K+)
1403,Viral Spike Chasers,Lifestyle,151257,1.3,22.83,7.56,10.9,8.3,3.27,1.78,29128,155.95,75.2,Large (100K-500K)
3767,Emerging Dabblers,DIY & Craft Tutorials,2763,0.5,16.53,2.07,1.1,16.0,5.73,1.41,327,1.39,56.5,Small (1K-10K)
2504,Consistent Volume Builders,DIY & Craft Tutorials,39251,4.4,31.56,5.2,16.2,10.4,3.04,2.28,4096,28.01,76.9,Mid (10K-100K)
3889,Emerging Dabblers,Food & Cooking,1103,2.2,19.86,2.0,1.6,1.0,5.48,2.03,79,0.48,58.4,Small (1K-10K)
357,High-Retention Niche Specialists,Food & Cooking,91789,4.4,50.52,5.48,5.1,17.7,1.79,0.95,14290,40.76,86.4,Mid (10K-100K)
3830,Emerging Dabblers,Travel,777,0.2,21.5,3.23,1.7,10.1,9.75,2.28,90,0.62,26.0,Micro (<1K)
35,Subscriber Giants,Tech Deep-Dive Reviews,2254056,5.0,36.04,7.43,11.2,5.9,2.88,4.33,314872,4086.31,78.1,Mega (500K+)
2000,Consistent Volume Builders,DIY & Craft Tutorials,83617,2.6,31.75,5.47,18.6,9.6,2.46,2.01,6556,39.51,81.3,Mid (10K-100K)
1874,Consistent Volume Builders,Food & Cooking,23749,3.5,26.15,5.72,18.1,2.8,2.11,2.64,4136,26.05,84.0,Mid (10K-100K)
991,High-Retention Niche Specialists,Education / Test Prep,61758,1.9,57.95,5.4,6.3,12.3,1.62,0.89,5647,15.01,87.7,Mid (10K-100K)
1886,Consistent Volume Builders,Travel,203285,2.1,36.95,5.34,20.3,10.8,1.72,2.83,31978,271.79,86.9,Large (100K-500K)
2470,Consistent Volume Builders,Lifestyle,139318,3.3,32.15,4.1,19.8,11.4,3.37,2.06,21394,132.31,74.4,Large (100K-500K)
1414,Viral Spike Chasers,Tech Deep-Dive Reviews,223364,3.0,15.23,9.36,10.3,5.0,3.88,1.82,27111,147.79,70.6,Large (100K-500K)
1590,Consistent Volume Builders,Personal Finance,45381,2.3,31.75,4.91,14.4,11.3,1.42,4.35,5524,72.08,89.2,Mid (10K-100K)
1850,Consistent Volume Builders,Food & Cooking,80855,0.9,28.32,5.41,25.9,11.6,2.64,2.64,11791,70.5,80.0,Mid (10K-100K)
866,High-Retention Niche Specialists,Education / Test Prep,60331,3.4,53.25,4.46,6.6,11.0,0.2,0.61,10061,18.48,98.5,Mid (10K-100K)
1762,Consistent Volume Builders,Lifestyle,48207,1.9,28.19,3.93,21.0,8.7,0.71,3.01,5207,47.0,94.6,Mid (10K-100K)
1374,Viral Spike Chasers,Health & Fitness Coaching,269978,2.7,16.36,7.69,8.8,4.6,6.77,2.63,52134,411.98,48.6,Large (100K-500K)
264,Subscriber Giants,Entertainment,1148519,5.4,38.73,5.63,8.8,16.2,3.14,4.02,69623,839.4,76.2,Mega (500K+)
2451,Consistent Volume Builders,DIY & Craft Tutorials,39258,4.5,32.54,5.98,19.5,14.5,1.71,2.96,6455,57.29,87.0,Mid (10K-100K)
830,High-Retention Niche Specialists,Travel,35586,1.1,51.94,5.65,6.6,17.1,0.55,0.57,1491,2.54,95.8,Mid (10K-100K)
1527,Viral Spike Chasers,Personal Finance,90657,0.4,16.79,10.31,6.7,6.0,3.1,2.0,4118,24.73,76.5,Mid (10K-100K)
3965,Emerging Dabblers,Health & Fitness Coaching,573,0.5,10.83,4.92,3.2,17.3,5.85,0.56,60,0.1,55.6,Micro (<1K)
1393,Viral Spike Chasers,Personal Finance,138883,3.8,27.01,9.08,10.7,5.6,4.8,1.84,7511,41.57,63.6,Large (100K-500K)
869,High-Retention Niche Specialists,Health & Fitness Coaching,20491,4.8,53.89,5.29,7.3,27.6,0.74,1.09,1376,4.49,94.4,Mid (10K-100K)
1193,Viral Spike Chasers,Gaming,600000,2.1,10.2,4.97,7.5,6.3,4.03,2.62,93600,736.81,69.4,Mega (500K+)
3976,Emerging Dabblers,DIY & Craft Tutorials,448,0.9,9.29,3.93,2.6,3.6,0.86,2.21,51,0.34,93.5,Micro (<1K)
1646,Consistent Volume Builders,Entertainment,87760,2.3,23.15,5.59,13.3,9.0,0.23,1.99,10074,60.03,98.3,Mid (10K-100K)
3861,Emerging Dabblers,Health & Fitness Coaching,633,0.3,13.83,1.69,2.7,4.3,1.71,2.15,108,0.7,87.0,Micro (<1K)
2,Subscriber Giants,Travel,868908,6.2,40.68,5.51,11.7,7.8,2.64,3.34,51975,521.49,80.0,Mega (500K+)
2384,Consistent Volume Builders,Food & Cooking,42520,4.9,30.67,3.7,14.0,10.6,2.0,2.47,5940,43.98,84.8,Mid (10K-100K)
3970,Emerging Dabblers,Personal Finance,2014,1.0,19.33,2.67,3.1,13.3,3.3,2.43,360,2.62,75.0,Small (1K-10K)
3573,Emerging Dabblers,Personal Finance,2455,2.0,20.4,2.88,1.9,8.8,4.58,1.39,267,1.11,65.3,Small (1K-10K)
2059,Consistent Volume Builders,DIY & Craft Tutorials,55199,3.1,28.3,4.56,14.6,10.3,1.98,3.44,10170,104.94,85.0,Mid (10K-100K)
2796,Emerging Dabblers,Entertainment,398,0.6,18.98,3.04,2.5,11.5,7.11,3.02,40,0.36,46.1,Micro (<1K)
636,High-Retention Niche Specialists,Education / Test Prep,61766,1.9,54.31,5.31,7.0,14.8,1.52,1.89,6182,35.08,88.5,Mid (10K-100K)
133,Subscriber Giants,Tech Deep-Dive Reviews,2279070,5.7,37.16,5.09,16.3,18.9,1.12,3.18,330050,3144.88,91.5,Mega (500K+)
3431,Emerging Dabblers,Health & Fitness Coaching,6451,0.3,16.62,3.24,1.9,4.5,4.24,1.12,647,2.17,67.8,Small (1K-10K)
1878,Consistent Volume Builders,TRAVEL,67433,2.6,38.55,5.28,18.9,11.0,1.27,3.12,3411,31.96,90.4,Mid (10K-100K)
2592,Consistent Volume Builders,Lifestyle,34661,1.0,38.23,6.56,15.4,12.2,2.13,2.19,3074,20.21,83.8,Mid (10K-100K)
849,High-Retention Niche Specialists,Food & Cooking,54854,3.2,48.52,3.91,8.7,14.7,1.95,0.57,8519,14.66,85.2,Mid (10K-100K)
206,Subscriber Giants,Gaming,1537412,6.1,35.6,3.16,5.0,12.4,2.36,4.34,171810,2238.51,82.1,Mega (500K+)
2490,Consistent Volume Builders,Food & Cooking,75344,3.6,34.56,5.14,17.6,11.9,3.5,3.57,7178,76.96,73.4,Mid (10K-100K)
1790,Consistent Volume Builders,Food & Cooking,30578,1.3,27.57,4.96,19.4,9.8,1.39,2.52,5684,42.91,89.5,Mid (10K-100K)
268,Subscriber Giants,Travel,1936016,5.5,40.34,5.49,11.7,14.8,4.06,5.31,356569,5677.25,69.2,Mega (500K+)
2089,Consistent Volume Builders,Food & Cooking,61171,0.8,30.39,3.73,16.4,4.0,2.52,2.59,10051,78.18,80.9,Mid (10K-100K)
3271,Emerging Dabblers,Education / Test Prep,7621,1.2,20.28,2.64,0.9,19.1,3.94,1.53,898,4.13,70.1,Small (1K-10K)
358,High-Retention Niche Specialists,Food & Cooking,40545,2.2,62.35,6.26,5.7,17.7,0.69,1.12,2096,7.07,94.8,Mid (10K-100K)
2173,Consistent Volume Builders,Food & Cooking,89765,2.3,38.96,5.68,16.7,10.8,1.58,2.14,15672,100.44,88.0,Mid (10K-100K)
3454,Emerging Dabblers,Travel,1865,1.3,8.39,1.24,2.6,23.0,7.84,1.69,292,1.48,40.5,Small (1K-10K)
3804,Emerging Dabblers,Travel,255,1.1,15.2,4.05,1.0,4.4,6.63,0.94,42,0.12,49.7,Micro (<1K)
2617,Consistent Volume Builders,Gaming,220000,2.9,31.75,4.26,20.8,11.5,1.91,1.79,24720,132.91,85.5,Large (100K-500K)
282,Subscriber Giants,Gaming,579193,4.8,31.27,8.37,5.3,16.5,2.51,3.44,82430,850.56,81.0,Mega (500K+)
2218,Consistent Volume Builders,Tech Deep-Dive Reviews,53547,1.9,31.18,3.37,20.1,11.2,1.37,2.23,6049,40.38,89.6,Mid (10K-100K)
239,Subscriber Giants,Gaming,857761,9.0,40.43,6.04,11.7,17.5,1.94,4.61,165977,2296.64,85.3,Mega (500K+)
1086,Viral Spike Chasers,Entertainment,127708,1.7,24.38,7.3,12.1,5.4,4.87,2.11,18904,119.51,63.1,Large (100K-500K)
2095,Consistent Volume Builders,Food & Cooking,96353,4.1,31.75,4.78,18.8,9.0,2.19,2.26,14890,100.9,83.4,Mid (10K-100K)
2963,Emerging Dabblers,Food & Cooking,1166,1.0,17.72,2.89,2.3,6.8,6.22,1.65,126,0.62,52.8,Small (1K-10K)
3800,Emerging Dabblers,Lifestyle,256,0.2,25.34,2.01,1.8,17.1,3.36,2.72,42,0.34,74.5,Micro (<1K)
1749,Consistent Volume Builders,DIY & Craft Tutorials,66525,1.9,37.03,3.95,21.6,9.5,2.76,3.16,13257,125.53,79.1,Mid (10K-100K)
638,High-Retention Niche Specialists,DIY & Craft Tutorials,70266,3.6,56.32,4.61,4.5,15.6,0.2,1.06,12962,41.27,98.5,Mid (10K-100K)
2901,Emerging Dabblers,Gaming,2787,1.8,20.19,1.75,1.4,12.0,2.23,1.35,282,1.14,83.1,Small (1K-10K)
974,High-Retention Niche Specialists,Travel,74323,3.4,54.27,5.41,5.4,29.1,1.33,1.01,6564,19.98,89.9,Mid (10K-100K)
3305,Emerging Dabblers,Tech Deep-Dive Reviews,615,0.5,19.77,2.09,1.4,5.3,2.94,2.16,53,0.34,77.7,Micro (<1K)
3340,Emerging Dabblers,Health & Fitness Coaching,1241,0.2,14.8,3.84,2.3,12.4,2.37,2.08,70,0.44,82.0,Small (1K-10K)
2792,Emerging Dabblers,Education / Test Prep,765,1.8,26.53,3.34,3.2,7.4,5.29,1.4,33,0.14,59.9,Micro (<1K)
3672,Emerging Dabblers,Personal Finance,1378,0.7,19.33,3.5,2.4,13.4,4.33,2.61,191,1.49,67.1,Small (1K-10K)
3122,Emerging Dabblers,Personal Finance,1546,1.1,19.33,3.43,3.0,13.0,3.76,1.05,139,0.44,71.5,Small (1K-10K)
2049,Consistent Volume Builders,DIY & Craft Tutorials,30935,4.4,33.92,3.71,13.2,9.4,1.04,3.2,5913,56.81,92.1,Mid (10K-100K)
716,High-Retention Niche Specialists,Lifestyle,184686,3.3,62.26,4.32,6.7,17.8,0.71,1.28,30617,117.93,94.6,Large (100K-500K)
2823,Emerging Dabblers,Food & Cooking,2403,2.6,17.42,4.84,0.5,19.0,3.45,2.27,211,1.44,73.8,Small (1K-10K)
1815,Consistent Volume Builders,Gaming,51994,3.0,30.4,3.43,18.2,9.0,1.07,1.99,4899,29.19,91.9,Mid (10K-100K)
2079,Consistent Volume Builders,Entertainment,40278,2.8,31.41,5.34,15.0,6.7,1.56,3.74,7208,80.91,88.2,Mid (10K-100K)
3696,Emerging Dabblers,Entertainment,259,0.67,16.98,5.18,1.6,8.5,0.96,1.31,30,0.12,92.7,Micro (<1K)
3590,Emerging Dabblers,Food & Cooking,2687,1.5,23.9,3.69,0.5,4.0,6.39,1.49,496,2.22,51.5,Small (1K-10K)
2523,Consistent Volume Builders,Lifestyle,220000,2.3,27.22,4.34,15.0,6.4,0.63,2.63,24725,195.37,95.2,Large (100K-500K)
1981,Consistent Volume Builders,Travel,48118,2.9,30.47,4.98,16.3,8.7,2.66,1.59,5024,23.95,79.8,Mid (10K-100K)
1297,Viral Spike Chasers,Travel,190518,2.9,21.94,10.6,8.2,4.2,5.41,1.29,23131,89.22,59.0,Large (100K-500K)
750,High-Retention Niche Specialists,Lifestyle,22194,3.42,49.67,4.53,6.3,17.4,1.1,1.0,1605,4.82,91.7,Mid (10K-100K)
2689,Consistent Volume Builders,Travel,52799,3.3,29.96,4.53,18.7,12.4,2.05,2.64,2217,13.29,84.4,Mid (10K-100K)
2829,Emerging Dabblers,Entertainment,1861,0.9,19.14,5.35,2.1,4.3,2.86,1.81,332,2.14,78.3,Small (1K-10K)
2390,Consistent Volume Builders,Lifestyle,115806,1.3,35.48,5.46,16.5,7.2,2.25,2.5,7717,57.92,82.9,Large (100K-500K)
2989,Emerging Dabblers,Health & Fitness Coaching,2398,1.0,20.73,3.22,2.3,9.7,4.15,1.08,327,1.06,68.5,Small (1K-10K)
3719,Emerging Dabblers,Food & Cooking,3867,0.7,15.62,2.62,0.9,10.0,6.75,1.22,386,1.41,48.8,Small (1K-10K)
126,Subscriber Giants,Gaming,1941725,6.7,33.89,5.12,16.4,7.6,3.14,4.23,267307,3389.53,76.2,Mega (500K+)
2360,Consistent Volume Builders,Travel,53125,2.2,33.35,4.63,22.8,7.9,0.75,1.72,9033,46.59,94.3,Mid (10K-100K)
773,High-Retention Niche Specialists,Tech Deep-Dive Reviews,15174,3.4,55.02,6.02,7.2,22.9,0.98,1.24,839,3.13,92.6,Mid (10K-100K)
856,High-Retention Niche Specialists,Education / Test Prep,12543,2.9,47.47,6.91,5.4,13.5,1.42,0.88,2467,6.52,89.2,Mid (10K-100K)
201,Subscriber Giants,Gaming,1920275,7.4,39.15,4.05,12.2,12.8,1.32,2.72,191696,1562.97,90.0,Mega (500K+)
1753,Consistent Volume Builders,Food & Cooking,116758,2.5,36.51,4.85,13.0,7.7,1.76,2.52,11443,86.66,86.6,Large (100K-500K)
3512,Emerging Dabblers,Lifestyle,911,0.2,19.54,3.38,2.6,16.0,7.74,1.7,67,0.34,41.3,Micro (<1K)
3520,Emerging Dabblers,Gaming,484,1.8,17.46,3.91,2.3,11.1,2.26,1.81,91,0.34,82.9,Micro (<1K)
3566,Emerging Dabblers,Food & Cooking,1665,2.4,22.48,4.08,0.5,11.8,5.92,1.98,233,1.39,55.1,Small (1K-10K)
1955,Consistent Volume Builders,Education / Test Prep,45713,4.6,31.75,2.97,18.3,9.5,2.83,2.62,4052,31.82,78.5,Mid (10K-100K)
1159,Viral Spike Chasers,Entertainment,499721,2.9,15.57,7.34,10.7,9.4,3.61,2.09,94860,624.11,72.6,Large (100K-500K)
454,High-Retention Niche Specialists,DIY & Craft Tutorials,55850,3.5,48.8,7.19,8.2,11.0,1.15,1.17,10667,37.37,91.3,Mid (10K-100K)
397,High-Retention Niche Specialists,Personal Finance,19224,5.0,54.27,7.0,4.9,31.6,1.13,1.91,2384,13.67,91.4,Mid (10K-100K)
882,High-Retention Niche Specialists,Personal Finance,70363,3.6,51.35,4.39,10.8,16.8,0.36,0.9,4058,10.98,97.3,Mid (10K-100K)
2040,Consistent Volume Builders,Entertainment,42868,1.9,31.85,4.39,16.1,11.6,1.17,2.65,8556,68.11,91.1,Mid (10K-100K)
82,Subscriber Giants,Entertainment,1080161,7.6,40.77,5.03,11.2,17.0,3.0,3.78,115495,1308.61,77.2,Mega (500K+)
2244,Consistent Volume Builders,Entertainment,128034,4.8,32.61,3.26,22.5,7.5,3.94,3.8,5593,63.72,70.1,Large (100K-500K)
1547,Consistent Volume Builders,Travel,40406,4.6,32.37,3.45,19.5,12.0,2.01,2.64,5945,44.76,84.7,Mid (10K-100K)
3646,Emerging Dabblers,Tech Deep-Dive Reviews,121,1.0,16.93,3.94,2.1,3.4,4.8,1.6,10,0.05,63.6,Micro (<1K)
90,Subscriber Giants,Gaming,2044573,7.8,39.59,6.08,10.9,16.6,1.81,3.79,380578,4324.44,86.3,Mega (500K+)
3064,Emerging Dabblers,Education / Test Prep,737,1.1,24.23,2.9,1.4,9.1,2.17,1.4,85,0.36,83.5,Micro (<1K)
2606,Consistent Volume Builders,Lifestyle,32775,2.3,28.62,5.56,17.6,10.0,2.18,1.89,3660,20.76,83.5,Mid (10K-100K)
1469,Viral Spike Chasers,Lifestyle,51027,3.3,23.5,7.29,5.4,4.5,3.31,1.17,2330,8.16,74.9,Mid (10K-100K)
1140,Viral Spike Chasers,Health & Fitness Coaching,66573,0.8,21.03,8.53,9.4,6.9,2.79,1.02,3835,11.79,78.8,Mid (10K-100K)
769,High-Retention Niche Specialists,Tech Deep-Dive Reviews,73742,1.2,50.22,6.48,7.4,12.3,2.18,1.07,5364,17.26,83.5,Mid (10K-100K)
1835,Consistent Volume Builders,Health & Fitness Coaching,46284,3.1,34.5,4.94,10.3,11.0,1.16,1.86,7328,40.81,91.2,Mid (10K-100K)
183,Subscriber Giants,Tech Deep-Dive Reviews,1248067,8.2,37.31,5.95,13.1,12.9,3.01,4.59,141976,1956.36,77.2,Mega (500K+)
2529,Consistent Volume Builders,Food & Cooking,64663,1.8,32.59,5.9,16.1,11.3,1.41,3.11,7428,69.29,89.3,Mid (10K-100K)
3781,Emerging Dabblers,Food & Cooking,1183,1.1,23.63,4.41,3.9,12.0,4.98,2.03,180,1.09,62.2,Small (1K-10K)
774,High-Retention Niche Specialists,Health & Fitness Coaching,38639,2.7,56.1,4.58,5.4,15.2,0.59,1.05,7552,23.72,95.5,Mid (10K-100K)
